sig
21.99088
19.51754
15.36301
13.11877
12.19342
9.775437
8.723533
9.6074
9.581196
11.2256
14.81976
18.36819
20.22906
24.03724
28.82326
32.13251
33.03988
32.89042
33.13282
32.72338
32.01761
33.83007
35.16788
34.53955
34.58792
36.4379
36.21635
37.96393
40.83589
42.8313
42.78943
43.25821
43.55719
44.64032
44.85014
44.64839
43.58485
41.71191
40.08297
41.73798
41.8929
41.453
40.54009
40.75967
40.01784
40.07282
39.46786
39.97626
38.23022
37.64104
37.72252
36.6296
35.47589
35.17796
35.36212
35.72982
36.96663
36.75542
36.86531
36.80645
37.03543
37.3673
37.6521
37.48923
36.44491
34.65406
33.90343
34.7401
34.87123
34.97001
34.89703
34.70829
34.91124
34.79361
35.44216
37.06954
35.62138
33.83632
34.48508
33.25778
31.21372
31.14957
31.2388
30.2163
30.30431
30.55143
31.10641
31.10468
31.0785
31.40479
31.61172
30.57527
29.9134
29.65727
29.40128
29.72265
30.43319
30.33814
30.04691
30.79492
31.62668
32.83979
34.52145
35.32633
34.86566
35.42942
36.37741
36.76606
37.06575
37.21224
37.88169
38.93352
39.49438
40.67654
41.35295
42.33636
43.49536
45.47495
48.14375
49.35054
48.97181
50.34142
51.29437
50.88712
52.30965
52.20355
51.58413
50.32871
50.8074
52.89336
53.87265
53.47552
54.68718
53.9122
54.3739
57.29218
58.44228
59.2517
59.297
58.63658
59.45301
61.51063
60.8902
61.17924
61.48245
61.00429
60.5564
61.86112
62.8176
63.90097
65.48736
66.7944
68.93713
71.4566
72.97206
75.11179
76.86092
76.63436
75.93465
75.94043
76.76699
77.01994
76.90556
76.33514
78.03782
78.03732
79.32233
81.08247
82.31387
80.87057
81.8096
82.13124
81.42041
80.48692
79.55331
77.53059
76.39216
76.52412
76.44796
75.71969
75.24583
75.44843
75.31588
75.55025
76.03081
75.62632
75.37003
75.3542
75.96194
76.03323
75.94697
75.31291
76.87881
78.17481
79.52192
79.18487
80.95678
82.0667
83.55275
84.68459
86.34531
86.31754
88.57369
90.05299
92.24901
94.74664
96.77435
97.90424
100.6581
102.6637
103.4161
105.1464
108.6051
111.0847
110.431
110.0838
113.0546
115.6282
118.0901
120.9844
120.563
119.5722
121.9308
124.2912
125.2411
125.9747
124.7145
124.7665
125.2713
126.3112
126.2515
126.2057
125.8397
126.5612
126.1402
125.5176
123.7689
123.0366
121.9077
120.2959
118.2563
117.4123
116.3315
115.1214
114.302
112.5086
111.623
111.3219
110.2418
109.4497
108.8856
106.2529
103.5744
102.5681
100.9566
99.68328
97.76682
97.16522
96.9519
95.73671
95.48829
95.68695
95.50825
94.93259
94.90141
95.35107
94.35717
92.47393
91.90723
91.98264
91.40002
92.56182
92.85265
91.89546
91.32716
92.03679
93.04831
93.02486
93.43094
93.57896
92.40678
91.40331
92.14098
92.75132
92.39859
91.75764
92.32861
92.86665
91.93073
91.19111
91.98246
91.37116
90.67612
91.56683
92.2197
90.15987
88.74623
88.01971
88.65539
88.77024
88.48297
85.94545
84.7852
84.00384
84.27882
84.80393
85.07396
83.33102
82.57581
82.96547
83.49763
82.88435
81.16207
79.79818
78.24745
76.9029
76.12469
74.7107
72.35891
71.90163
71.52522
68.94077
67.25417
67.22262
65.99953
63.63426
62.82753
60.51215
57.07266
55.90245
55.59618
53.60126
51.22092
49.50718
46.79616
45.80883
45.49846
43.50655
41.87038
41.90359
39.72546
38.21788
38.8014
38.29192
37.9563
39.11312
37.72787
37.2009
37.91119
38.05825
37.79284
39.1796
38.91554
39.20766
39.19024
40.28449
40.69386
41.36705
42.00103
44.17344
45.23112
46.53208
47.8753
49.37169
50.56317
51.4003
52.03519
52.8417
52.86423
52.22816
53.16182
53.46096
54.17034
55.92976
57.2179
58.05484
61.36318
64.52023
66.35251
67.52554
67.98508
67.92718
69.34879
70.59032
71.00996
72.93752
73.33845
72.39832
