sig
-1079.10651761843
-1972.41844763231
-1733.39479350386
-1875.80413467759
-1775.02924115937
-1733.3321117966
-1649.75370182479
-1568.82314465836
-1562.18173579282
-1536.20217411341
-1462.19447461117
-1452.35352434636
-1360.45912951843
-1346.30792293667
-1393.17465802068
-1418.50293079386
-1392.13930765677
-1221.81829161453
-930.186788674088
-516.361775445877
-311.40578041893
-114.458029702978
-136.440707077596
-124.723907228736
125.336438409603
436.928385459844
1013.77907486895
1366.32000982655
1563.86107298049
1504.45389499965
1299.15182087823
1101.89333181199
930.247960567069
791.883346780573
664.581282276152
480.604083844312
357.227709943729
285.619431878317
251.155673434986
342.686527196778
442.105056743322
582.464738915035
658.405835304568
650.262487023721
613.261497342082
486.092498623923
479.545091034109
525.40590959446
604.619445230779
706.469243762862
728.930675770588
685.026504527779
644.600744235915
565.974820461307
558.714377103663
534.496847768656
511.498723563952
541.478638387934
523.015102180759
575.024800200545
625.73065666925
641.521087115817
632.151254334929
599.887765973092
590.838746356567
630.871032889504
744.581853416745
830.235252818158
833.48772057137
730.576087294598
567.462215688894
454.753676790433
396.37902705038
438.145233219789
477.117764157592
470.694846002912
431.081689799855
350.982703938171
332.701318059241
360.861830133438
426.360797491744
487.209206286547
517.547485678385
477.291555543655
486.387283806297
506.374557313546
540.612174101962
583.26460199164
534.380297117725
473.856399365962
419.906341266527
397.235230479186
411.560593979679
430.420923936867
413.702878981156
384.908503633244
411.333183240942
451.198016963676
511.595595770477
545.010674969896
521.272362211663
425.19150520316
381.05028158718
321.42337644756
345.118929575242
379.159248262585
426.400831313926
464.057851363587
476.674962795113
478.570297196519
479.539399042909
461.68916889505
489.313207844784
498.773389309725
501.166529128321
522.688221908948
463.118609528101
455.960923102545
443.44983839349
487.700752735271
555.119822370803
619.232318436579
611.98125479302
564.235379331485
438.412931513411
344.302260705026
308.030586372042
296.383059447305
360.727549155257
413.277084937296
403.798284231349
394.051142215431
371.509257582412
370.657679052781
421.131844671994
500.595243875735
524.42891430187
533.235326678958
492.580536330015
443.659377867229
432.972635380393
454.269432725955
463.953653014961
494.925409244741
443.471808910819
412.407384680848
367.102500108605
391.106982211096
483.775283110749
578.36795543863
668.706018561374
660.852297926644
594.638837514688
493.3068492617
408.171755784242
392.628645719982
413.798786829404
551.839073568892
650.995493619592
754.255881371975
747.716898903345
632.454323695669
504.191996033192
381.020477674356
370.729500966364
433.436922945255
513.661351269116
580.347778787466
595.279981854251
567.224686239328
580.973590955081
615.870922116909
673.521230665257
715.280969961024
688.620981260901
620.049866477662
546.805992331438
545.022864394747
610.675363399073
736.618822494542
843.941380450599
904.469954093712
893.045792736761
835.501205575817
775.719380556203
728.511069225676
727.016663648079
735.207939497014
752.989743800448
772.345978134619
783.384914807524
800.164895414578
828.883074844621
862.249989095926
908.187801015605
951.494959984626
1000.16548673251
1018.30858609768
1021.76364167364
1018.92487829072
998.068691695384
983.232103060948
972.105526012733
939.735023216856
892.911703398645
832.401833197477
763.017711436084
692.006056435122
657.815849997274
653.056599343763
683.180367906453
743.652124749924
824.63419397209
895.857004451399
955.7425530347
994.941252837556
1000.07996687117
1004.15708362497
1006.9111382514
1030.69674557671
1056.10316740771
1086.34186118215
1097.43127535017
1080.03703208159
1059.35346280838
1024.79859573523
988.829280772403
950.025008311891
900.078288777182
835.886840043626
763.667339790084
689.110321241633
611.434349192185
523.833023631968
462.746879135174
401.883147201071
393.396922860963
402.894817503462
438.118066320658
467.008740113783
500.191974518667
520.197689532676
555.918965626968
563.827978407248
578.609848863516
581.070579982165
573.149199679286
597.19150227167
610.12359366346
629.925159627557
627.868051806628
613.466997510087
587.633219984007
578.249332653883
585.962554101305
605.002386574835
632.63498219139
654.020616576629
662.038489372727
663.477592945765
657.052802326392
641.018444393756
616.786274081441
610.974168155933
588.513460657943
589.939039174308
591.190327602761
586.75277099553
599.099094059963
609.252762957722
615.464773682506
620.099609286229
601.397696939243
581.298767422857
550.193398051763
